Order_ID,Order_Date,Order_Month,Region,Channel,Customer_ID,Product_Category,Product,Units,Unit_Price,Discount_Pct,Shipping_Cost,COGS_Unit,Returned_Flag,Payment_Method,Gross_Revenue,Discount_Amount,Net_Revenue,COGS,Gross_Profit
O2025001631,2025-10-03,2025-10-01,Northeast,Marketplace,C10068,Home,Storage Bins,1,52.14,0.14,4.45,24.37,0,Card,52.14,7.3,44.84,24.37,16.02
O2025001632,2025-10-03,2025-10-01,West,Retail Partner,C10344,Pet,Cat Litter,1,14.39,0.0,3.04,8.51,0,Card,14.39,0.0,14.39,8.51,2.84
O2025001633,2025-10-03,2025-10-01,Southwest,Retail Partner,C10462,Electronics,Bluetooth Speaker,4,66.38,0.15,1.5,32.49,0,Afterpay,265.52,39.83,225.69,129.96,94.23
O2025001634,2025-10-04,2025-10-01,West,Marketplace,C10276,Pet,Cat Litter,2,13.33,0.1,3.4,6.37,0,Card,26.66,2.67,23.99,12.74,7.85
O2025001635,2025-10-04,2025-10-01,Southeast,Marketplace,C10440,Sports,Running Belt,3,22.87,0.18,7.38,13.07,0,Apple Pay,68.61,12.35,56.26,39.21,9.67
O2025001636,2025-10-04,2025-10-01,Midwest,Website,C10428,Home,Air Fryer,1,33.93,0.07,6.41,17.67,0,Card,33.93,2.38,31.55,17.67,7.47
O2025001637,2025-10-04,2025-10-01,West,Website,C10366,Pet,Chew Toy,2,17.22,0.15,5.25,8.6,0,PayPal,34.44,5.17,29.27,17.2,6.82
O2025001638,2025-10-04,2025-10-01,Southeast,Website,C10450,Electronics,Bluetooth Speaker,3,66.54,0.02,7.81,27.23,0,Card,199.62,3.99,195.63,81.69,106.13
O2025001639,2025-10-04,2025-10-01,West,Marketplace,C10489,Electronics,Smart Watch,2,74.83,0.05,3.75,40.51,1,Card,149.66,7.48,142.18,81.02,57.41
O2025001640,2025-10-04,2025-10-01,Midwest,Marketplace,C10148,Home,LED Lamp,2,27.44,0.16,8.89,12.43,0,Apple Pay,54.88,8.78,46.1,24.86,12.35
O2025001641,2025-10-04,2025-10-01,Southeast,Marketplace,C10496,Beauty,Moisturizer,2,23.34,0.08,5.38,10.82,1,Card,46.68,3.73,42.95,21.64,15.93
O2025001642,2025-10-05,2025-10-01,Southeast,Retail Partner,C10012,Sports,Resistance Bands,4,17.34,0.17,2.66,7.79,0,Card,69.36,11.79,57.57,31.16,23.75
O2025001643,2025-10-05,2025-10-01,Northeast,Website,C10273,Home,Air Fryer,4,56.81,0.04,7.42,27.37,0,PayPal,227.24,9.09,218.15,109.48,101.25
O2025001644,2025-10-05,2025-10-01,Midwest,Website,C10474,Sports,Running Belt,1,17.85,0.13,6.42,10.25,0,Card,17.85,2.32,15.53,10.25,-1.14
O2025001645,2025-10-05,2025-10-01,Northeast,Website,C10011,Apparel,Leggings,4,29.95,0.04,5.85,15.25,0,Afterpay,119.8,4.79,115.01,61.0,48.16
O2025001646,2025-10-05,2025-10-01,West,Website,C10171,Apparel,Leggings,2,23.07,0.0,5.28,12.93,0,Apple Pay,46.14,0.0,46.14,25.86,15.0
O2025001647,2025-10-05,2025-10-01,West,Retail Partner,C10118,Pet,Pet Shampoo,2,12.35,0.19,1.5,7.29,0,Afterpay,24.7,4.69,20.01,14.58,3.93
O2025001648,2025-10-05,2025-10-01,Northeast,Marketplace,C10088,Home,Storage Bins,5,46.03,0.11,2.5,24.98,0,Apple Pay,230.15,25.32,204.83,124.9,77.43
O2025001649,2025-10-05,2025-10-01,Northeast,Website,C10249,Beauty,Vitamin C Serum,1,21.05,0.16,5.49,9.0,0,PayPal,21.05,3.37,17.68,9.0,3.19
O2025001650,2025-10-05,2025-10-01,Northeast,Website,C10227,Apparel,Hoodie,2,30.08,0.1,7.19,13.35,0,Card,60.16,6.02,54.14,26.7,20.25
O2025001651,2025-10-05,2025-10-01,West,Marketplace,C10494,Apparel,Athletic Tee,2,30.63,0.03,4.08,12.44,0,Card,61.26,1.84,59.42,24.88,30.46
O2025001652,2025-10-06,2025-10-01,Northeast,Retail Partner,C10130,Apparel,Athletic Tee,3,33.47,0.12,3.38,18.98,0,Card,100.41,12.05,88.36,56.94,28.04
O2025001653,2025-10-06,2025-10-01,Southwest,Marketplace,C10093,Home,Storage Bins,1,35.02,0.2,2.71,15.25,0,Card,35.02,7.0,28.02,15.25,10.06
O2025001654,2025-10-06,2025-10-01,Southeast,Website,C10778,Home,Air Fryer,3,60.28,0.18,2.83,33.97,0,Card,180.84,32.55,148.29,101.91,43.55
O2025001655,2025-10-06,2025-10-01,Northeast,Website,C10367,Home,LED Lamp,2,54.35,0.21,5.38,24.22,1,Card,108.7,22.83,85.87,48.44,32.05
O2025001656,2025-10-06,2025-10-01,Southeast,Marketplace,C10261,Pet,Dog Treats,1,10.96,0.15,6.71,6.32,0,Card,10.96,1.64,9.32,6.32,-3.71
O2025001657,2025-10-06,2025-10-01,Southwest,Retail Partner,C10614,Apparel,Hoodie,2,38.44,0.08,4.07,15.91,0,Card,76.88,6.15,70.73,31.82,34.84
O2025001658,2025-10-06,2025-10-01,Northeast,Website,C10582,Sports,Resistance Bands,6,30.0,0.1,7.6,16.6,0,Card,180.0,18.0,162.0,99.6,54.8
O2025001659,2025-10-06,2025-10-01,West,Website,C10570,Beauty,Moisturizer,2,21.63,0.01,4.06,12.65,0,Card,43.26,0.43,42.83,25.3,13.47
O2025001660,2025-10-06,2025-10-01,Midwest,Website,C10008,Sports,Resistance Bands,1,23.52,0.14,5.18,11.65,0,Apple Pay,23.52,3.29,20.23,11.65,3.4
O2025001661,2025-10-06,2025-10-01,Southeast,Website,C10525,Beauty,Hair Mask,2,19.78,0.14,6.86,9.2,0,Card,39.56,5.54,34.02,18.4,8.76
O2025001662,2025-10-07,2025-10-01,Northeast,Website,C10595,Sports,Resistance Bands,2,21.31,0.12,3.66,11.06,0,Card,42.62,5.11,37.51,22.12,11.73
O2025001663,2025-10-07,2025-10-01,Southwest,Marketplace,C10089,Home,LED Lamp,3,46.71,0.07,4.92,27.45,0,PayPal,140.13,9.81,130.32,82.35,43.05
O2025001664,2025-10-07,2025-10-01,Southwest,Marketplace,C10858,Electronics,Bluetooth Speaker,5,66.78,0.17,5.46,28.37,0,Apple Pay,333.9,56.76,277.14,141.85,129.83
O2025001665,2025-10-07,2025-10-01,Southeast,Website,C10785,Beauty,Moisturizer,1,22.92,0.05,5.43,12.25,0,PayPal,22.92,1.15,21.77,12.25,4.09
O2025001666,2025-10-08,2025-10-01,Southeast,Website,C10679,Home,Storage Bins,1,44.63,0.18,7.02,21.55,0,Afterpay,44.63,8.03,36.6,21.55,8.03
O2025001667,2025-10-08,2025-10-01,Midwest,Website,C10183,Electronics,Bluetooth Speaker,2,46.92,0.05,6.22,27.1,1,Card,93.84,4.69,89.15,54.2,28.73
O2025001668,2025-10-08,2025-10-01,West,Marketplace,C10687,Apparel,Socks Pack,3,28.1,0.09,4.68,12.08,0,Card,84.3,7.59,76.71,36.24,35.79
O2025001669,2025-10-08,2025-10-01,Midwest,Website,C10437,Pet,Cat Litter,1,20.55,0.07,2.5,11.37,1,Afterpay,20.55,1.44,19.11,11.37,5.24
O2025001670,2025-10-08,2025-10-01,West,Website,C10376,Home,Storage Bins,1,45.59,0.02,6.87,23.17,0,PayPal,45.59,0.91,44.68,23.17,14.64
O2025001671,2025-10-08,2025-10-01,Southwest,Marketplace,C10488,Apparel,Socks Pack,1,32.42,0.06,7.23,16.95,0,Apple Pay,32.42,1.95,30.47,16.95,6.29
O2025001672,2025-10-08,2025-10-01,Midwest,Retail Partner,C10429,Electronics,Bluetooth Speaker,3,68.53,0.07,3.82,34.25,0,Card,205.59,14.39,191.2,102.75,84.63
O2025001673,2025-10-08,2025-10-01,Midwest,Website,C10589,Home,Storage Bins,4,48.52,0.0,6.09,23.25,0,Card,194.08,0.0,194.08,93.0,94.99
O2025001674,2025-10-08,2025-10-01,Southwest,Retail Partner,C10811,Apparel,Socks Pack,1,32.49,0.23,3.75,14.38,0,Card,32.49,7.47,25.02,14.38,6.89
O2025001675,2025-10-08,2025-10-01,Midwest,Website,C10880,Apparel,Leggings,2,18.91,0.12,7.6,10.07,0,Card,37.82,4.54,33.28,20.14,5.54
O2025001676,2025-10-08,2025-10-01,Southwest,Website,C10213,Pet,Dog Treats,3,17.81,0.11,4.55,8.76,1,Card,53.43,5.88,47.55,26.28,16.72
O2025001677,2025-10-08,2025-10-01,Northeast,Retail Partner,C10763,Home,LED Lamp,1,27.55,0.03,3.2,16.13,0,Apple Pay,27.55,0.83,26.72,16.13,7.39
O2025001678,2025-10-09,2025-10-01,Southeast,Retail Partner,C10454,Sports,Running Belt,1,21.85,0.1,2.21,9.48,0,Card,21.85,2.18,19.67,9.48,7.98
O2025001679,2025-10-09,2025-10-01,West,Website,C10135,Electronics,Wireless Earbuds,3,52.81,0.09,5.07,21.91,0,Afterpay,158.43,14.26,144.17,65.73,73.37
O2025001680,2025-10-09,2025-10-01,Southeast,Marketplace,C10656,Electronics,Wireless Earbuds,2,69.44,0.13,4.0,37.15,0,Card,138.88,18.05,120.83,74.3,42.53
O2025001681,2025-10-09,2025-10-01,West,Marketplace,C10315,Apparel,Socks Pack,1,23.43,0.03,4.0,13.15,0,PayPal,23.43,0.7,22.73,13.15,5.58
O2025001682,2025-10-09,2025-10-01,West,Website,C10303,Electronics,Smart Watch,1,50.63,0.08,2.5,26.86,0,Apple Pay,50.63,4.05,46.58,26.86,17.22
O2025001683,2025-10-10,2025-10-01,Midwest,Marketplace,C10427,Electronics,Portable Charger,3,57.63,0.03,5.28,28.48,0,PayPal,172.89,5.19,167.7,85.44,76.98
O2025001684,2025-10-10,2025-10-01,Northeast,Marketplace,C10424,Electronics,Bluetooth Speaker,2,57.15,0.11,7.24,23.87,0,Card,114.3,12.57,101.73,47.74,46.75
O2025001685,2025-10-10,2025-10-01,West,Website,C10538,Pet,Dog Treats,3,19.97,0.03,2.5,8.3,0,Card,59.91,1.8,58.11,24.9,30.71
O2025001686,2025-10-11,2025-10-01,Southwest,Website,C10031,Sports,Yoga Mat,2,17.76,0.05,7.7,8.66,0,Card,35.52,1.78,33.74,17.32,8.72
O2025001687,2025-10-11,2025-10-01,Southeast,Marketplace,C10427,Home,Storage Bins,2,30.21,0.1,5.37,17.51,0,Card,60.42,6.04,54.38,35.02,13.99
O2025001688,2025-10-11,2025-10-01,West,Marketplace,C10614,Beauty,Hair Mask,2,18.24,0.18,4.23,7.93,0,PayPal,36.48,6.57,29.91,15.86,9.82
O2025001689,2025-10-11,2025-10-01,Midwest,Website,C10606,Apparel,Athletic Tee,1,32.44,0.18,5.98,17.48,0,Card,32.44,5.84,26.6,17.48,3.14
O2025001690,2025-10-11,2025-10-01,Northeast,Marketplace,C10150,Home,Storage Bins,3,32.54,0.12,4.99,18.02,0,PayPal,97.62,11.71,85.91,54.06,26.86
O2025001691,2025-10-12,2025-10-01,Northeast,Website,C10330,Electronics,Bluetooth Speaker,1,52.89,0.02,5.29,29.73,0,Card,52.89,1.06,51.83,29.73,16.81
O2025001692,2025-10-12,2025-10-01,Southeast,Website,C10232,Sports,Yoga Mat,1,16.66,0.19,7.95,8.99,0,Card,16.66,3.17,13.49,8.99,-3.45
O2025001693,2025-10-13,2025-10-01,Southwest,Website,C10053,Electronics,Bluetooth Speaker,3,70.15,0.0,5.73,36.68,0,Card,210.45,0.0,210.45,110.04,94.68
O2025001694,2025-10-13,2025-10-01,West,Marketplace,C10202,Sports,Water Bottle,2,19.24,0.08,6.08,10.36,0,Card,38.48,3.08,35.4,20.72,8.6
O2025001695,2025-10-13,2025-10-01,Northeast,Website,C10083,Home,Vacuum Filter,4,56.9,0.08,4.95,28.26,0,Card,227.6,18.21,209.39,113.04,91.4
O2025001696,2025-10-13,2025-10-01,Northeast,Marketplace,C10646,Electronics,Bluetooth Speaker,2,49.81,0.07,5.12,25.28,0,PayPal,99.62,6.97,92.65,50.56,36.97
O2025001697,2025-10-13,2025-10-01,Southwest,Retail Partner,C10840,Sports,Resistance Bands,2,23.37,0.18,2.29,13.5,1,Card,46.74,8.41,38.33,27.0,9.04
O2025001698,2025-10-14,2025-10-01,Southeast,Website,C10359,Pet,Pet Shampoo,1,20.92,0.12,5.21,11.75,0,PayPal,20.92,2.51,18.41,11.75,1.45
O2025001699,2025-10-15,2025-10-01,Midwest,Website,C10308,Home,Air Fryer,3,54.36,0.17,4.04,22.73,0,Card,163.08,27.72,135.36,68.19,63.13
O2025001700,2025-10-15,2025-10-01,West,Website,C10894,Electronics,Portable Charger,2,43.55,0.07,7.45,20.34,0,Card,87.1,6.1,81.0,40.68,32.87
O2025001701,2025-10-15,2025-10-01,West,Website,C10533,Apparel,Leggings,3,23.86,0.15,5.01,10.81,0,Card,71.58,10.74,60.84,32.43,23.4
O2025001702,2025-10-15,2025-10-01,West,Retail Partner,C10719,Home,Vacuum Filter,3,44.11,0.08,4.04,17.81,0,Apple Pay,132.33,10.59,121.74,53.43,64.27
O2025001703,2025-10-16,2025-10-01,West,Marketplace,C10207,Home,Vacuum Filter,1,26.99,0.11,7.71,10.99,1,Card,26.99,2.97,24.02,10.99,5.32
O2025001704,2025-10-16,2025-10-01,Northeast,Website,C10831,Home,Vacuum Filter,1,51.87,0.11,7.23,25.12,0,PayPal,51.87,5.71,46.16,25.12,13.81
O2025001705,2025-10-16,2025-10-01,Northeast,Marketplace,C10155,Home,LED Lamp,3,48.73,0.15,4.21,21.67,0,Card,146.19,21.93,124.26,65.01,55.04
O2025001706,2025-10-16,2025-10-01,Midwest,Website,C10618,Home,Vacuum Filter,1,49.9,0.13,8.38,29.84,0,Apple Pay,49.9,6.49,43.41,29.84,5.19
O2025001707,2025-10-16,2025-10-01,West,Website,C10616,Apparel,Leggings,1,18.07,0.08,2.5,8.27,0,PayPal,18.07,1.45,16.62,8.27,5.85
O2025001708,2025-10-16,2025-10-01,Northeast,Website,C10206,Electronics,Portable Charger,2,61.25,0.0,7.94,28.19,0,Card,122.5,0.0,122.5,56.38,58.18
O2025001709,2025-10-17,2025-10-01,Midwest,Marketplace,C10749,Apparel,Leggings,1,28.42,0.1,2.5,11.5,0,Card,28.42,2.84,25.58,11.5,11.58
O2025001710,2025-10-17,2025-10-01,Southeast,Website,C10291,Sports,Running Belt,1,26.89,0.0,3.81,14.5,0,PayPal,26.89,0.0,26.89,14.5,8.58
O2025001711,2025-10-17,2025-10-01,Southeast,Marketplace,C10575,Electronics,Wireless Earbuds,3,52.2,0.1,5.28,31.2,0,Card,156.6,15.66,140.94,93.6,42.06
O2025001712,2025-10-17,2025-10-01,Southeast,Marketplace,C10327,Electronics,Wireless Earbuds,3,67.6,0.06,4.15,37.62,0,Card,202.8,12.17,190.63,112.86,73.62
O2025001713,2025-10-17,2025-10-01,Southeast,Marketplace,C10078,Sports,Running Belt,3,31.37,0.18,2.5,17.93,0,Card,94.11,16.94,77.17,53.79,20.88
O2025001714,2025-10-17,2025-10-01,Southeast,Marketplace,C10182,Sports,Yoga Mat,3,19.88,0.03,2.76,8.16,0,Card,59.64,1.79,57.85,24.48,30.61
O2025001715,2025-10-17,2025-10-01,Northeast,Website,C10241,Home,Vacuum Filter,1,40.9,0.23,5.86,17.21,0,Card,40.9,9.41,31.49,17.21,8.42
O2025001716,2025-10-17,2025-10-01,Midwest,Marketplace,C10420,Home,LED Lamp,1,41.76,0.1,2.5,19.15,1,Card,41.76,4.18,37.58,19.15,15.93
O2025001717,2025-10-17,2025-10-01,Midwest,Marketplace,C10337,Apparel,Socks Pack,3,17.52,0.03,6.53,8.47,0,Card,52.56,1.58,50.98,25.41,19.04
O2025001718,2025-10-17,2025-10-01,Southwest,Marketplace,C10711,Pet,Dog Treats,3,16.55,0.15,7.44,7.14,0,Afterpay,49.65,7.45,42.2,21.42,13.34
O2025001719,2025-10-18,2025-10-01,Southwest,Website,C10397,Sports,Yoga Mat,2,29.75,0.12,7.8,12.09,0,Card,59.5,7.14,52.36,24.18,20.38
O2025001720,2025-10-18,2025-10-01,West,Website,C10469,Apparel,Athletic Tee,4,20.71,0.12,5.85,10.42,0,Card,82.84,9.94,72.9,41.68,25.37
O2025001721,2025-10-18,2025-10-01,Southeast,Retail Partner,C10736,Home,Storage Bins,3,43.05,0.24,3.19,25.73,0,Card,129.15,31.0,98.15,77.19,17.77
O2025001722,2025-10-18,2025-10-01,West,Marketplace,C10149,Home,Storage Bins,6,56.67,0.06,4.7,27.28,0,Card,340.02,20.4,319.62,163.68,151.24
O2025001723,2025-10-18,2025-10-01,Southeast,Retail Partner,C10610,Apparel,Athletic Tee,7,29.17,0.11,6.17,12.71,0,Card,204.19,22.46,181.73,88.97,86.59
O2025001724,2025-10-18,2025-10-01,Southwest,Website,C10659,Beauty,Moisturizer,1,29.36,0.1,7.54,13.13,0,Card,29.36,2.94,26.42,13.13,5.75
O2025001725,2025-10-19,2025-10-01,West,Retail Partner,C10580,Beauty,Sunscreen,4,25.94,0.04,3.92,11.27,1,PayPal,103.76,4.15,99.61,45.08,50.61
O2025001726,2025-10-19,2025-10-01,Southeast,Retail Partner,C10868,Apparel,Hoodie,5,25.33,0.11,3.6,10.23,0,PayPal,126.65,13.93,112.72,51.15,57.97
O2025001727,2025-10-19,2025-10-01,Midwest,Website,C10120,Apparel,Socks Pack,3,26.04,0.18,7.34,13.8,0,PayPal,78.12,14.06,64.06,41.4,15.32
O2025001728,2025-10-19,2025-10-01,Southwest,Retail Partner,C10427,Apparel,Leggings,2,29.87,0.03,1.5,16.14,0,Card,59.74,1.79,57.95,32.28,24.17
O2025001729,2025-10-20,2025-10-01,Northeast,Marketplace,C10764,Pet,Chew Toy,3,18.29,0.15,6.93,10.86,0,Apple Pay,54.87,8.23,46.64,32.58,7.13
O2025001730,2025-10-20,2025-10-01,Midwest,Website,C10127,Beauty,Hair Mask,3,33.71,0.16,4.39,16.11,0,Card,101.13,16.18,84.95,48.33,32.23
O2025001731,2025-10-20,2025-10-01,Northeast,Website,C10740,Pet,Cat Litter,3,10.68,0.14,2.5,4.52,0,Apple Pay,32.04,4.49,27.55,13.56,11.49
O2025001732,2025-10-20,2025-10-01,Southeast,Website,C10657,Home,LED Lamp,2,53.0,0.0,7.36,22.47,0,Card,106.0,0.0,106.0,44.94,53.7
O2025001733,2025-10-20,2025-10-01,Southwest,Website,C10071,Home,Vacuum Filter,3,39.8,0.11,4.05,19.76,0,PayPal,119.4,13.13,106.27,59.28,42.94
O2025001734,2025-10-20,2025-10-01,West,Marketplace,C10485,Home,Air Fryer,2,45.1,0.09,6.18,24.97,1,Card,90.2,8.12,82.08,49.94,25.96
O2025001735,2025-10-20,2025-10-01,West,Marketplace,C10599,Pet,Chew Toy,2,16.33,0.21,4.1,6.77,0,Card,32.66,6.86,25.8,13.54,8.16
O2025001736,2025-10-20,2025-10-01,Southeast,Retail Partner,C10727,Apparel,Leggings,3,29.62,0.08,2.82,16.62,0,Card,88.86,7.11,81.75,49.86,29.07
O2025001737,2025-10-20,2025-10-01,Northeast,Marketplace,C10148,Pet,Dog Treats,4,17.53,0.26,8.26,7.74,0,Card,70.12,18.23,51.89,30.96,12.67
O2025001738,2025-10-20,2025-10-01,Midwest,Website,C10545,Home,LED Lamp,2,51.11,0.0,6.0,21.01,0,Card,102.22,0.0,102.22,42.02,54.2
O2025001739,2025-10-20,2025-10-01,Midwest,Website,C10665,Sports,Yoga Mat,1,18.15,0.12,6.1,7.77,0,Card,18.15,2.18,15.97,7.77,2.1
O2025001740,2025-10-21,2025-10-01,Southeast,Retail Partner,C10784,Home,LED Lamp,2,46.85,0.03,1.57,24.89,0,PayPal,93.7,2.81,90.89,49.78,39.54
O2025001741,2025-10-21,2025-10-01,West,Marketplace,C10536,Apparel,Athletic Tee,5,32.94,0.24,7.01,13.52,0,Card,164.7,39.53,125.17,67.6,50.56
O2025001742,2025-10-21,2025-10-01,Southwest,Website,C10012,Beauty,Moisturizer,1,34.78,0.2,4.26,17.66,0,Card,34.78,6.96,27.82,17.66,5.9
O2025001743,2025-10-21,2025-10-01,Midwest,Marketplace,C10208,Home,Vacuum Filter,3,41.51,0.06,6.24,24.5,0,Card,124.53,7.47,117.06,73.5,37.32
O2025001744,2025-10-21,2025-10-01,Southwest,Website,C10585,Home,LED Lamp,3,46.4,0.14,3.6,22.59,0,Apple Pay,139.2,19.49,119.71,67.77,48.34
O2025001745,2025-10-21,2025-10-01,Midwest,Website,C10646,Electronics,Portable Charger,2,54.27,0.09,6.06,31.96,0,Card,108.54,9.77,98.77,63.92,28.79
O2025001746,2025-10-21,2025-10-01,Southwest,Retail Partner,C10541,Home,LED Lamp,3,43.84,0.0,3.83,19.66,0,Apple Pay,131.52,0.0,131.52,58.98,68.71
O2025001747,2025-10-21,2025-10-01,West,Website,C10815,Home,Vacuum Filter,1,45.17,0.02,2.82,24.4,0,Card,45.17,0.9,44.27,24.4,17.05
O2025001748,2025-10-22,2025-10-01,West,Marketplace,C10700,Beauty,Hair Mask,7,35.37,0.13,5.97,20.94,0,PayPal,247.59,32.19,215.4,146.58,62.85
O2025001749,2025-10-22,2025-10-01,West,Website,C10003,Sports,Running Belt,2,24.79,0.13,3.83,11.22,0,Apple Pay,49.58,6.45,43.13,22.44,16.86
O2025001750,2025-10-22,2025-10-01,West,Retail Partner,C10196,Apparel,Leggings,5,34.25,0.06,4.57,19.92,0,Card,171.25,10.28,160.97,99.6,56.8
O2025001751,2025-10-22,2025-10-01,Northeast,Marketplace,C10143,Apparel,Socks Pack,2,34.69,0.14,6.06,20.08,1,Card,69.38,9.71,59.67,40.16,13.45
O2025001752,2025-10-22,2025-10-01,Midwest,Website,C10526,Sports,Yoga Mat,1,15.96,0.11,5.5,9.23,0,PayPal,15.96,1.76,14.2,9.23,-0.53
O2025001753,2025-10-22,2025-10-01,West,Marketplace,C10022,Home,Air Fryer,2,48.04,0.14,10.81,23.09,0,Afterpay,96.08,13.45,82.63,46.18,25.64
O2025001754,2025-10-22,2025-10-01,Southeast,Retail Partner,C10240,Electronics,Portable Charger,1,53.32,0.01,4.13,21.69,0,PayPal,53.32,0.53,52.79,21.69,26.97
O2025001755,2025-10-22,2025-10-01,Southwest,Website,C10069,Sports,Water Bottle,1,14.29,0.1,4.74,6.52,0,Apple Pay,14.29,1.43,12.86,6.52,1.6
O2025001756,2025-10-22,2025-10-01,Northeast,Marketplace,C10679,Electronics,Smart Watch,1,45.2,0.16,6.97,21.68,1,Card,45.2,7.23,37.97,21.68,9.32
O2025001757,2025-10-22,2025-10-01,Northeast,Website,C10753,Electronics,Wireless Earbuds,5,52.59,0.0,5.92,24.34,0,Card,262.95,0.0,262.95,121.7,135.33
O2025001758,2025-10-23,2025-10-01,Southeast,Website,C10071,Sports,Water Bottle,1,30.0,0.2,7.81,16.11,0,PayPal,30.0,6.0,24.0,16.11,0.08
O2025001759,2025-10-23,2025-10-01,Northeast,Website,C10629,Electronics,Bluetooth Speaker,3,60.15,0.19,3.64,31.89,0,PayPal,180.45,34.29,146.16,95.67,46.85
O2025001760,2025-10-23,2025-10-01,Midwest,Website,C10141,Apparel,Leggings,3,24.97,0.1,8.9,11.07,0,Apple Pay,74.91,7.49,67.42,33.21,25.31
O2025001761,2025-10-23,2025-10-01,Southeast,Retail Partner,C10824,Sports,Resistance Bands,3,21.88,0.24,2.71,10.84,0,PayPal,65.64,15.75,49.89,32.52,14.66
O2025001762,2025-10-23,2025-10-01,West,Website,C10850,Beauty,Vitamin C Serum,1,23.47,0.03,4.75,13.42,1,Card,23.47,0.7,22.77,13.42,4.6
O2025001763,2025-10-23,2025-10-01,Southeast,Website,C10478,Apparel,Hoodie,5,26.99,0.02,4.12,14.23,0,Card,134.95,2.7,132.25,71.15,56.98
O2025001764,2025-10-24,2025-10-01,Southeast,Website,C10663,Electronics,Portable Charger,1,57.88,0.05,4.88,31.81,0,Card,57.88,2.89,54.99,31.81,18.3
O2025001765,2025-10-24,2025-10-01,West,Marketplace,C10661,Home,Storage Bins,5,29.13,0.07,8.82,16.48,0,Card,145.65,10.2,135.45,82.4,44.23
O2025001766,2025-10-24,2025-10-01,Midwest,Retail Partner,C10226,Beauty,Moisturizer,2,24.8,0.22,3.45,12.54,1,Afterpay,49.6,10.91,38.69,25.08,10.16
O2025001767,2025-10-24,2025-10-01,Northeast,Marketplace,C10338,Apparel,Socks Pack,2,44.95,0.12,3.52,24.46,0,Card,89.9,10.79,79.11,48.92,26.67
O2025001768,2025-10-24,2025-10-01,Northeast,Retail Partner,C10281,Electronics,Bluetooth Speaker,1,67.13,0.09,3.09,34.34,0,Card,67.13,6.04,61.09,34.34,23.66
O2025001769,2025-10-24,2025-10-01,Southwest,Website,C10884,Sports,Water Bottle,6,21.56,0.12,5.86,9.5,0,Card,129.36,15.52,113.84,57.0,50.98
O2025001770,2025-10-25,2025-10-01,Northeast,Marketplace,C10390,Apparel,Leggings,1,29.78,0.23,7.12,12.31,0,Afterpay,29.78,6.85,22.93,12.31,3.5
O2025001771,2025-10-25,2025-10-01,Southeast,Website,C10229,Electronics,Smart Watch,1,46.64,0.1,4.85,23.56,0,Card,46.64,4.66,41.98,23.56,13.57
O2025001772,2025-10-25,2025-10-01,Southwest,Retail Partner,C10210,Pet,Dog Treats,2,18.37,0.06,3.46,10.31,0,Card,36.74,2.2,34.54,20.62,10.46
O2025001773,2025-10-25,2025-10-01,Midwest,Marketplace,C10053,Pet,Chew Toy,3,21.44,0.14,10.65,12.3,0,Card,64.32,9.0,55.32,36.9,7.77
O2025001774,2025-10-25,2025-10-01,Southeast,Website,C10126,Home,LED Lamp,3,29.42,0.18,5.19,16.36,0,Card,88.26,15.89,72.37,49.08,18.1
O2025001775,2025-10-25,2025-10-01,Midwest,Marketplace,C10372,Sports,Water Bottle,4,18.53,0.11,5.63,9.08,0,Apple Pay,74.12,8.15,65.97,36.32,24.02
O2025001776,2025-10-25,2025-10-01,Southwest,Website,C10872,Apparel,Leggings,3,23.78,0.19,3.3,12.76,1,PayPal,71.34,13.55,57.79,38.28,16.21
O2025001777,2025-10-25,2025-10-01,Northeast,Website,C10486,Beauty,Vitamin C Serum,3,26.32,0.11,7.12,13.0,0,Card,78.96,8.69,70.27,39.0,24.15
O2025001778,2025-10-25,2025-10-01,Southeast,Website,C10190,Beauty,Vitamin C Serum,1,24.94,0.08,4.6,13.95,1,Card,24.94,2.0,22.94,13.95,4.39
O2025001779,2025-10-26,2025-10-01,Southeast,Retail Partner,C10045,Sports,Resistance Bands,4,23.32,0.12,5.23,10.79,0,Card,93.28,11.19,82.09,43.16,33.7
O2025001780,2025-10-26,2025-10-01,West,Website,C10673,Electronics,Portable Charger,1,72.07,0.23,7.57,34.96,0,Card,72.07,16.58,55.49,34.96,12.96
O2025001781,2025-10-26,2025-10-01,Northeast,Retail Partner,C10619,Apparel,Athletic Tee,4,27.97,0.07,4.12,15.2,0,PayPal,111.88,7.83,104.05,60.8,39.13
O2025001782,2025-10-26,2025-10-01,Southeast,Website,C10646,Electronics,Smart Watch,3,72.14,0.19,4.53,41.65,0,Card,216.42,41.12,175.3,124.95,45.82
O2025001783,2025-10-26,2025-10-01,Northeast,Marketplace,C10075,Apparel,Leggings,7,31.91,0.16,4.82,17.91,0,Afterpay,223.37,35.74,187.63,125.37,57.44
O2025001784,2025-10-26,2025-10-01,Southwest,Website,C10662,Apparel,Socks Pack,2,22.69,0.1,4.75,9.69,0,Card,45.38,4.54,40.84,19.38,16.71
O2025001785,2025-10-26,2025-10-01,West,Website,C10251,Apparel,Hoodie,2,27.57,0.09,5.58,11.78,0,Card,55.14,4.96,50.18,23.56,21.04
O2025001786,2025-10-26,2025-10-01,Northeast,Marketplace,C10272,Apparel,Athletic Tee,1,23.94,0.18,4.8,10.66,0,PayPal,23.94,4.31,19.63,10.66,4.17
